45	1	4	13	"Winsor & Newton Designers Gouache"	"Winsor & Newton Designers Gouache offers a smooth, opaque professional gouache with high levels of pigmentation. All Winsor Newton Designer Gouache colors are fully intermixable and dry to a matte finish. Available in 14 and 37 ml."	"winsor-newton-designers-gouache"
46	3	14	21	"Princeton Select Artiste 3750 Series Value Set #13"	"Set of 4 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #13 includes: Liner #1, Flat Shader #6, Angle Shader 3/8"" and Round #3. All the brushes in this set are synthetic hair."	"princeton-select-artiste-3750-series-value-set-13"
47	3	14	21	"Princeton Select Artiste 3750 Series Value Set #12"	"Set of 3 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #12 includes: Angle Shader; 1/4"", 1/2"" and 3/8"". All the brushes in this set are synthetic hair."	"princeton-select-artiste-3750-series-value-set-12"
48	3	14	21	"Princeton Select Artiste 3750 Series Value Set #4"	"Set of 3 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #4 includes: Filbert #4, Flat Shader #6 and Round #2. All the brushes in this set are synthetic hair."	"princeton-select-artiste-3750-series-value-set-4"
49	3	14	21	"Princeton Select Artiste 3750 Series Value Set #2"	"Set of 3 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #2 includes: Short Liner 18/0, Angle Shader 1/4"" and Round #2. All the brushes in this set are synthetic hair."	"princeton-select-artiste-3750-series-value-set-2"
50	3	14	21	"Princeton Select Artiste 3750 Series Value Set #1"	"Set of 3 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #1 includes: Round; #1, #4 and Spotter 5/0. All the brushes in this set are synthetic hair."	"princeton-select-artiste-3750-series-value-set-1"
51	3	14	21	"Princeton Select Artiste 3750 Series Value Set #23"	"Set of 7 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #23 includes: Liner 10/0, Chisel Blender; #2, #4, #6, #8, Oval Mop 1/4"", and a Lunar Blender 3/8"". All the brushes in this set are synthetic hair, the lunar blender is a mix of bristle and synthetic."	"princeton-select-artiste-3750-series-value-set-23"
52	3	14	21	"Princeton Select Artiste 3750 Series Value Set #3"	"Set of 3 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #3 includes: Liner #1, Flat Shader #4 and Round #3. All the brushes in this set are synthetic hair."	"princeton-select-artiste-3750-series-value-set-3"
53	3	14	21	"Princeton Select Artiste 3750 Series Value Set #14"	"Set of 3 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #14 includes: Round #5, Flat Wash 3/4"" and Angle Shader 3/8"". All the brushes in this set are synthetic hair."	"princeton-select-artiste-3750-series-value-set-14"
54	3	14	21	"Princeton Select Artiste 3750 Series Value Set #22"	"Set of 6 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #22 includes: Round; #2, #4, #6, Angel Shader 1/2"", Flat Shader; #4 and #8. All the brushes in this set are synthetic hair."	"princeton-select-artiste-3750-series-value-set-22"
55	3	14	21	"Princeton Select Artiste 3750 Series Value Set #21"	"Set of 6 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #21 includes: Round; 3/0, #1, #3, #5, Flat Wash 3/4"" and Angle Shader 3/8"". All the brushes in this set are synthetic hair, the lunar blender is a mix of bristle and synthetic."	"princeton-select-artiste-3750-series-value-set-21"
56	3	14	21	"Princeton RealValue Brush Set #9100 Camel - Set of 3"	"3 basic short handled ""Camel"" hair brushes.  Set includes 3 rounds : #1, #3, #5. "	"princeton-realvalue-brush-sets-9100-camel-set-of-3"
57	3	14	21	"Princeton Select Artiste 3750 Series Value Set #20"	"Set of 6 mixed media brushes featuring matte turquoise handles and nickel-plated brass ferrule. These short-handled brushes are true mixed media brushes great for painting, glazing or staining. Set #20 includes: Round #4, Oval Mop 3/4"", Angle Shader 3/8"", Flat Shader #6, Filbert #4 and Liner #1. All the brushes in this set are synthetic hair, the lunar blender is a mix of bristle and synthetic."	"princeton-select-artiste-3750-series-value-set-20"
58	3	14	21	"Princeton RealValue Brush Sets #9101 Camel - Set of 3"	"3 basic short handled ‘camel’ hair brushes.  Set includes: Round #3, a Shader #2 and a Shader #6."	"princeton-realvalue-brush-sets-9101-camel-set-of-3"
59	3	14	21	"Princeton RealValue Brush Sets #9103 Bristle - Set of 3"	"Three short handle natural bristle brushes for any painter using a heavy body color (oil, acrylic, etc).  Set includes: #3 Round, #4 Flat, #8 Flat."	"princeton-realvalue-brush-sets-9103-bristle-set-of-3"
60	3	14	21	"Princeton RealValue Brush Sets #9104 Bristle - Set of 3"	"Three short handle natural bristle brushes for any painter using a heavy body color (oil, acrylic, etc).  Set includes: #3 Round, #4 Flat, #8 Flat."	"princeton-realvalue-brush-sets-9104-bristle-set-of-3"
61	3	14	21	"Princeton RealValue Brush Sets #9105 Sable - Set of 3"	"Three small natural sable brushes.  Set includes: Round #5/0, Round #0, Round #2."	"princeton-realvalue-brush-sets-9105-sable-set-of-3"
62	3	14	21	"Princeton RealValue Brush Sets #9110 Camel - Set of 4"	"4 basic short handled ‘camel’ hair brushes.  Set includes: #1 Round, #3 Round, #4 Shader, and #6 Shader."	"princeton-realvalue-brush-sets-9110-camel-set-of-4"
63	3	14	21	"Princeton RealValue Brush Sets #9112 Bristle - Set of 4"	"A workhorse selection of four short handle natural bristle brushes for any painter using a heavy body color (oil, acrylic, etc).  Set includes: #2 Bright, #4 Bright, #6 Flat, #8 Flat."	"princeton-realvalue-brush-sets-9112-bristle-set-of-4"
64	3	14	21	"Princeton RealValue Brush Sets #9115 Golden Taklon - Set of 4"	"A selection of four Golden Taklon short handle brushes. Gold Taklon is soft, synthetic and best suited for watercolor. Some artists also use it for acrylic or tempera.  Set includes #1 Round, # 3 Round, #5 Round, #6 Shader"	"princeton-realvalue-brush-sets-9115-golden-taklon-set-of-4"
65	3	14	21	"Princeton RealValue Brush Sets #9116 Golden Taklon - Set of 4"	"A selection of four Golden Taklon short handle brushes. Gold Taklon is soft, synthetic and best suited for watercolor. Some artists also use it for acrylic or tempera.  Set includes: #1 Round, #4 Round, #6 Shader, #10 Shader"	"princeton-realvalue-brush-sets-9116-golden-taklon-set-of-4"
66	3	14	21	"Princeton RealValue Brush Sets #9117 White Taklon - Set of 4"	"Synthetic White Taklon hair is good for most paints, particularly when applied in a ‘wet’ form – great for washes, staining, and watercolor.  Set includes: #3/0 Round, #3 Round, #4 Shader, and a ¼” Angular Shader."	"princeton-realvalue-brush-sets-9117-white-taklon-set-of-4"
67	3	14	21	"Princeton RealValue Brush Sets #9118 Bristle - Set of 4"	"A nice selection of 4 long handle Bristle brushes.  Set includes: #2 Round, #4 Flat, #4 Filbert, #6 Bright"	"princeton-realvalue-brush-sets-9118-bristle-set-of-4"
68	3	14	21	"Princeton RealValue Brush Sets #9120 White Taklon - Set of 4"	"A basic selection of four short handled White Taklon brushes, versatile particularly when paint is applied in a ‘wet’ form – great for washes, staining, and watercolor.  Set includes: #6 Round, #2 Fan, 5/8” Wash, 3/8” Wash."	"princeton-realvalue-brush-sets-9120-white-taklon-set-of-4"
69	3	14	21	"Princeton RealValue Brush Sets #9121 Camel - Set of 4"	"4 basic short handled ‘camel’ hair brushes.  Set includes: #2 Round, #6 Round, 1/4"" Wash, 1/2"" Wash"	"princeton-realvalue-brush-sets-9121-camel-set-of-4"
70	3	14	21	"Princeton RealValue Brush Sets #9123 Golden Taklon - Set of 4"	"A nice selection of Golden Taklon short handle brushes. Gold Taklon is soft, synthetic and best suited for watercolor. Some artists also use it for acrylic or tempera.  Set includes: #2 Round, #6 Shader , #10 Shader, ½” Angled Shader."	"princeton-realvalue-brush-sets-9123-golden-taklon-set-of-4"
71	3	14	21	"Princeton RealValue Brush Sets #9125 White Taklon - Set of 4"	"A nice selection of 4 Synthetic White Taklon brushes, versatile particularly when paint is applied in a ‘wet’ form – great for washes, staining, and watercolor.Set includes: #2 Round, #4 Shader, #8 Shader, ¾” Wash."	"princeton-realvalue-brush-sets-9125-white-taklon-set-of-4"
72	3	14	21	"Princeton RealValue Brush Sets #9122 Camel - Set of 3"	"3 short handled ""camel"" hair brushes.  Set includes: #6 Round, 5/8"" Wash, 1"" Wash"	"princeton-realvalue-brush-sets-9122-camel-set-of-3"
73	3	14	21	"Princeton RealValue Brush Sets #9130 White Taklon - Set of 4"	"A workhorse selection of white taklon brushes – great for washes, staining, and watercolor.  Set includes: #1 Round, #4 Bright, #4 Filbert, #6 Flat."	"princeton-realvalue-brush-sets-9130-white-taklon-set-of-4"
74	3	14	21	"Princeton RealValue Brush Sets #9131 Bristle - Set of 4"	"A workhorse selection of 4 bristle brushes for any painter using a heavy body color (oil, acrylic, etc). Features all natural hair and a long handle.  Set includes: #12 Flat, #4 Filbert, #8 Bright, #6 Round."	"princeton-realvalue-brush-sets-9131-bristle-set-of-4"
75	3	14	21	"Princeton RealValue Brush Sets #9132 Golden Taklon - Set of 6"	"A selection of 6 Golden Taklon short handle brushes. Gold Taklon is soft, synthetic and best suited for watercolor, some artists also use it for acrylic or tempera.  Set includes: #1 Round, #3 Round, #5 Round, #4 Filbert, #1 Script, 3/8” Wash."	"princeton-realvalue-brush-sets-9132-golden-taklon-set-of-6"
76	3	14	21	"Princeton RealValue Brush Sets #9133 Golden Taklon - Set of 6"	"A selection of 6 Golden Taklon short handle brushes. Gold Taklon is soft, synthetic and best suited for watercolor, some artists also use it for acrylic or tempera.  Set includes: #2 Round, #0 Angle Spotter, #00 Fan, #2 Shader, #6 Shader, 1/8” Angle Shader."	"princeton-realvalue-brush-sets-9133-golden-taklon-set-of-6"
77	3	14	21	"Princeton RealValue Brush Sets #9136 White Taklon - Set of 5"	"A nice selection of 5 White Taklon brushes, versatile, particularly when applied in a ‘wet’ form – great for washes, staining, and watercolor.  Set includes: #1 Round, #4 Round, 3/8” Angle Shader, #4 Shader, #8 Shader."	"princeton-realvalue-brush-sets-9136-white-taklon-set-of-5"
